respondent number,task number,task text,device frame,display time,time taken,file name,T1Q1: What is the company’s name?,T1Q2: Describe the page you saw in your own words in as much detail as you can recall. What was it made up of? What did it look like?,T1Q3: Which word in this pair describes this web page more appropriately?,T1Q4: Which word in this pair describes this web page more appropriately?,T2Q1: What is the company’s name?,T2Q2: What does this web page provide or sell?,T2Q3: What animal is on the clothes of the person in the dominant/biggest picture on the web page?,T2Q4: Describe the page you saw in your own words in as much detail as you can recall. What was it made up of? What did it look like?,T2Q5: Which word in this pair describes this web page more appropriately?,T2Q6: Which word in this pair describes this web page more appropriately?,T2Q7: Which word in this pair describes this web page more appropriately?,T2Q8: Which word in this pair describes this web page more appropriately?,T2Q9: Which word in this pair describes this web page more appropriately?,T2Q10: Which word in this pair describes this web page more appropriately?,T2Q11: Which word in this pair describes this web page more appropriately?,T2Q12: Which word in this pair describes this web page more appropriately?,T2Q13: Which word in this pair describes this web page more appropriately?,T2Q14: Which word in this pair describes this web page more appropriately?,T2Q15: Were you familiar with this website? Have you seen it before?,T3Q1: What is the company’s name?,T3Q2: What does this web page provide or sell?,T3Q3: How many children are in the dominant/biggest picture on the web page?,T3Q4: Describe the page you saw in your own words in as much detail as you can recall. What was it made up of? What did it look like?,T3Q5: Which word in this pair describes this web page more appropriately?,T3Q6: Which word in this pair describes this web page more appropriately?,T3Q7: Which word in this pair describes this web page more appropriately?,T3Q8: Which word in this pair describes this web page more appropriately?,T3Q9: Which word in this pair describes this web page more appropriately?,T3Q10: Which word in this pair describes this web page more appropriately?,T3Q11: Which word in this pair describes this web page more appropriately?,T3Q12: Which word in this pair describes this web page more appropriately?,T3Q13: Which word in this pair describes this web page more appropriately?,T3Q14: Which word in this pair describes this web page more appropriately?,T3Q15: Were you familiar with this website? Have you seen it before?,T4Q1: What is the company’s name?,T4Q2: What does this web page provide or sell?,T4Q3: From what year is the offer in the dominant/biggest picture on the web page?,T4Q4: Describe the page you saw in your own words in as much detail as you can recall. What was it made up of? What did it look like?,T4Q5: Which word in this pair describes this web page more appropriately?,T4Q6: Which word in this pair describes this web page more appropriately?,T4Q7: Which word in this pair describes this web page more appropriately?,T4Q8: Which word in this pair describes this web page more appropriately?,T4Q9: Which word in this pair describes this web page more appropriately?,T4Q10: Which word in this pair describes this web page more appropriately?,T4Q11: Which word in this pair describes this web page more appropriately?,T4Q12: Which word in this pair describes this web page more appropriately?,T4Q13: Which word in this pair describes this web page more appropriately?,T4Q14: Which word in this pair describes this web page more appropriately?,T4Q15: Were you familiar with this website? Have you seen it before?,T5Q1: What is the company’s name?,T5Q2: What does this web page provide or sell?,T5Q3: Which day of the week is the website providing information for?,T5Q4: Describe the page you saw in your own words in as much detail as you can recall. What was it made up of? What did it look like?,T5Q5: Which word in this pair describes this web page more appropriately?,T5Q6: Which word in this pair describes this web page more appropriately?,T5Q7: Which word in this pair describes this web page more appropriately?,T5Q8: Which word in this pair describes this web page more appropriately?,T5Q9: Which word in this pair describes this web page more appropriately?,T5Q10: Which word in this pair describes this web page more appropriately?,T5Q11: Which word in this pair describes this web page more appropriately?,T5Q12: Which word in this pair describes this web page more appropriately?,T5Q13: Which word in this pair describes this web page more appropriately?,T5Q14: Which word in this pair describes this web page more appropriately?,T5Q15: Were you familiar with this website? Have you seen it before?,T6Q1: What is the company’s name?,T6Q2: What does this web page provide or sell?,T6Q3: What symbols are printed on the cardboard box in the dominant/biggest picture on the web page?,T6Q4: Describe the page you saw in your own words in as much detail as you can recall. What was it made up of? What did it look like?,T6Q5: Which word in this pair describes this web page more appropriately?,T6Q6: Which word in this pair describes this web page more appropriately?,T6Q7: Which word in this pair describes this web page more appropriately?,T6Q8: Which word in this pair describes this web page more appropriately?,T6Q9: Which word in this pair describes this web page more appropriately?,T6Q10: Which word in this pair describes this web page more appropriately?,T6Q11: Which word in this pair describes this web page more appropriately?,T6Q12: Which word in this pair describes this web page more appropriately?,T6Q13: Which word in this pair describes this web page more appropriately?,T6Q14: Which word in this pair describes this web page more appropriately?,T6Q15: Were you familiar with this website? Have you seen it before?,T7Q1: What is the company’s name?,T7Q2: What does this web page provide or sell?,T7Q3: Describe what is in the background in the dominant/biggest picture on the web page.,T7Q4: Describe the page you saw in your own words in as much detail as you can recall. What was it made up of? What did it look like?,T7Q5: Which word in this pair describes this web page more appropriately?,T7Q6: Which word in this pair describes this web page more appropriately?,T7Q7: Which word in this pair describes this web page more appropriately?,T7Q8: Which word in this pair describes this web page more appropriately?,T7Q9: Which word in this pair describes this web page more appropriately?,T7Q10: Which word in this pair describes this web page more appropriately?,T7Q11: Which word in this pair describes this web page more appropriately?,T7Q12: Which word in this pair describes this web page more appropriately?,T7Q13: Which word in this pair describes this web page more appropriately?,T7Q14: Which word in this pair describes this web page more appropriately?,T7Q15: Were you familiar with this website? Have you seen it before?
2,1,<b>This is just a warm-up task</b> for the following activity<b>. </b><div><b><br /></b><div>Please<b> look</b> at the following website design<b> for 5 seconds</b> and <b>try to remember as much</b> as possible. The design will disappear automatically. We will then ask you some questions.</div></div>,None,5,-2,DEMO.png,fire shop,"shoes, bright colourful, very busy",4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,Please<b> look</b> at the following website design <b>for 5 seconds</b> and try to <b>remember as much</b> as possible. We will then ask you some questions.,None,5,48,8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mega zoo,pet items,dog bones,"very busy, lots to look at, colourful",3,4,4,4,4,3,3,4,3,4,No,,,,,,,,,,,,,,,
2,7,Please<b> look</b> at the following website design <b>for 5 seconds</b> and try to <b>remember as much</b> as possible. We will then ask you some questions.,None,5,36,9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tech live,batteries,dessert,"too many words, couldnt concentrate",1,1,2,3,3,3,4,4,3,4,No
2,5,Please<b> look</b> at the following website design <b>for 5 seconds</b> and try to <b>remember as much</b> as possible. We will then ask you some questions.,None,5,39,6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weathery,the weather forecast,tuesday,"lots of information, not overly colourful",3,4,3,4,4,3,3,3,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Please<b> look</b> at the following website design <b>for 5 seconds</b> and try to <b>remember as much</b> as possible. We will then ask you some questions.,None,5,45,2.png,,,,,whistles,sustainable clothes,dog,"pqale, bland not very inviting",6,5,4,3,4,4,4,3,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,Please<b> look</b> at the following website design <b>for 5 seconds</b> and try to <b>remember as much</b> as possible. We will then ask you some questions.,None,5,42,4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hillstart,athletic gear,?,"big tiger, people running up hill, not too much information",3,4,4,4,3,3,3,4,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Please<b> look</b> at the following website design <b>for 5 seconds</b> and try to <b>remember as much</b> as possible. We will then ask you some questions.,None,5,22,3.png,,,,,,,,,,,,,,,,,,,,i care,vacations,2,bright colourful inviting,5,5,4,4,5,5,5,5,5,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,<b>This is just a warm-up task</b> for the following activity<b>. </b><div><b><br /></b><div>Please<b> look</b> at the following website design<b> for 5 seconds</b> and <b>try to remember as much</b> as possible. The design will disappear automatically. We will then ask you some questions.</div></div>,None,5,152,DEMO.png,dont recall,"shoes being sold at a discount at the bottom, menu on the left side of the webpage,  navigation bar at the top with phone number",4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,Please<b> look</b> at the following website design <b>for 5 seconds</b> and try to <b>remember as much</b> as possible. We will then ask you some questions.,None,5,208,4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hillsport ",sportswear,-,"blueish website homepage,  with big cat on the big picture, ",6,5,6,4,5,5,3,5,5,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,Please<b> look</b> at the following website design <b>for 5 seconds</b> and try to <b>remember as much</b> as possible. We will then ask you some questions.,None,5,962,9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,techlive,"batteries or technology ",-,"looked like there was alot information on the page with a title in bold writing that ",2,2,3,3,3,2,3,3,3,3,No
3,6,Please<b> look</b> at the following website design <b>for 5 seconds</b> and try to <b>remember as much</b> as possible. We will then ask you some questions.,None,5,100,8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,megazoo,pet food,dogbone?,"yellow themed page with picture of dog and pet food.  ",4,5,5,5,4,3,4,5,5,5,No,,,,,,,,,,,,,,,
