order,identifier,status,included in analysis,started at,ip,device,os,browser,location,time taken,questions answered,tasks completed,tasks skipped,VMT achieved level,VMT attempts,PST levels passed,PST levels correct,PST levels
2,,completed,true,2022-09-30 16:07:55,,desktop,Windows,Firefox,GB,00:28:42,100.0%,100.0%,0.0%,7,"[{""id"":1,""level"":1,""gridSize"":3,""canClick"":1664554662458,""clicks"":[{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":1090},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":1184},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1570},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1663},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":6099},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":6236}],""levelPassed"":true},{""id"":2,""level"":2,""gridSize"":3,""canClick"":1664554668773,""clicks"":[{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":399},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":508},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":960},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1020},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":1697},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":1789}],""levelPassed"":true},{""id"":3,""level"":3,""gridSize"":3,""canClick"":1664554675923,""clicks"":[{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":320},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":496},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":995},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":1089},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":1474},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1617},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":2099},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":2227}],""levelPassed"":true},{""id"":4,""level"":4,""gridSize"":3,""canClick"":1664554684204,""clicks"":[{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":507},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":616},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":1101},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":1209},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1629},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":1736},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":2173},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":2313},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":2943},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":3051}],""levelPassed"":true},{""id"":5,""level"":5,""gridSize"":3,""canClick"":1664554694021,""clicks"":[{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":519},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":626},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":1031},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":1138},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1510},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1586},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":2040},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":2132},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":2473},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":2564},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":3082},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":3171}],""levelPassed"":true},{""id"":6,""level"":6,""gridSize"":3,""canClick"":1664554704653,""clicks"":[{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":497},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":662},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1084},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":1189},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":1544},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":1661},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":4541},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":4650}],""levelPassed"":false},{""id"":7,""level"":6,""gridSize"":3,""canClick"":1664554713968,""clicks"":[{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":549},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":671},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1093},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":1184},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":1588},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":1696},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":2005},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":2113},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":2502},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":2579}],""levelPassed"":false},{""id"":8,""level"":6,""gridSize"":3,""canClick"":1664554724700,""clicks"":[{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":600},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":693},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":1129},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":1253},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1675},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":1767},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":2251},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":2343},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":2747},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":2871},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":3645},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":3769},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":4604},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":4741}],""levelPassed"":true},{""id"":9,""level"":7,""gridSize"":3,""canClick"":1664554737615,""clicks"":[{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":390},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":466},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":514},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":577},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1302},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1410}],""levelPassed"":false}]",34,34,"[{""id"":1,""correct"":true,""canClick"":1664554389535,""keyDown"":16732},{""id"":2,""correct"":true,""canClick"":1664554406713,""keyDown"":2449},{""id"":3,""correct"":true,""canClick"":1664554409667,""keyDown"":1635},{""id"":4,""correct"":true,""canClick"":1664554411820,""keyDown"":1957},{""id"":5,""correct"":true,""canClick"":1664554414253,""keyDown"":1950},{""id"":6,""correct"":true,""canClick"":1664554416632,""keyDown"":1847},{""id"":7,""correct"":true,""canClick"":1664554418985,""keyDown"":1577},{""id"":8,""correct"":true,""canClick"":1664554421001,""keyDown"":1957},{""id"":9,""correct"":true,""canClick"":1664554423370,""keyDown"":3461},{""id"":10,""correct"":true,""canClick"":1664554427268,""keyDown"":1732},{""id"":11,""correct"":true,""canClick"":1664554429422,""keyDown"":1879},{""id"":12,""correct"":true,""canClick"":1664554431713,""keyDown"":1927},{""id"":13,""correct"":true,""canClick"":1664554434115,""keyDown"":3258},{""id"":14,""correct"":true,""canClick"":1664554437828,""keyDown"":1805},{""id"":15,""correct"":true,""canClick"":1664554440096,""keyDown"":4076},{""id"":16,""correct"":true,""canClick"":1664554444594,""keyDown"":1932},{""id"":17,""correct"":true,""canClick"":1664554447012,""keyDown"":2376},{""id"":18,""correct"":true,""canClick"":1664554449898,""keyDown"":3019},{""id"":19,""correct"":true,""canClick"":1664554453340,""keyDown"":3059},{""id"":20,""correct"":true,""canClick"":1664554456815,""keyDown"":1361},{""id"":21,""correct"":true,""canClick"":1664554458591,""keyDown"":2739},{""id"":22,""correct"":true,""canClick"":1664554461804,""keyDown"":2298},{""id"":23,""correct"":true,""canClick"":1664554464522,""keyDown"":1617},{""id"":24,""correct"":true,""canClick"":1664554466672,""keyDown"":1406},{""id"":25,""correct"":true,""canClick"":1664554468491,""keyDown"":3054},{""id"":26,""correct"":true,""canClick"":1664554471996,""keyDown"":2488},{""id"":27,""correct"":true,""canClick"":1664554475023,""keyDown"":2045},{""id"":28,""correct"":true,""canClick"":1664554477490,""keyDown"":2788},{""id"":29,""correct"":true,""canClick"":1664554480706,""keyDown"":1233},{""id"":30,""correct"":true,""canClick"":1664554482370,""keyDown"":1818},{""id"":31,""correct"":true,""canClick"":1664554484610,""keyDown"":1730},{""id"":32,""correct"":true,""canClick"":1664554486755,""keyDown"":2286},{""id"":33,""correct"":true,""canClick"":1664554489532,""keyDown"":1788},{""id"":34,""correct"":true,""canClick"":1664554491757,""keyDown"":1331}]"
3,,completed,true,2022-09-30 16:09:36,,desktop,Windows,Edge,GB,00:20:41,100.0%,100.0%,0.0%,8,"[{""id"":1,""level"":1,""gridSize"":3,""canClick"":1664554471272,""clicks"":[{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":655},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":796},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":1134},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":1261}],""levelPassed"":true},{""id"":2,""level"":2,""gridSize"":3,""canClick"":1664554477147,""clicks"":[{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":459},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":542},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":1147},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":1249},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":1583},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":1673}],""levelPassed"":true},{""id"":3,""level"":3,""gridSize"":3,""canClick"":1664554484141,""clicks"":[{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":352},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":453},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":800},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":901},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1982},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":2084},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":3142},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":3204}],""levelPassed"":true},{""id"":4,""level"":4,""gridSize"":3,""canClick"":1664554493370,""clicks"":[{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":600},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":689},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":961},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":1064},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":2910},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":3047},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":3523},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":3639},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":3909},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":4023}],""levelPassed"":true},{""id"":5,""level"":5,""gridSize"":3,""canClick"":1664554504117,""clicks"":[{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":358},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":488},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":810},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":926},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":1352},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":1467},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":1788},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":1904},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":2384},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":2434},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":2706},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":2819}],""levelPassed"":true},{""id"":6,""level"":6,""gridSize"":3,""canClick"":1664554514364,""clicks"":[{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":501},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":584},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":945},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":1074},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":1422},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":1525},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":1927},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":2029},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":2351},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":2403},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":2700},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":2829},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":3102},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":3202}],""levelPassed"":true},{""id"":7,""level"":7,""gridSize"":3,""canClick"":1664554525697,""clicks"":[{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":378},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":482},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":1385},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":1499},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":1821},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":1898},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":3007},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":3057},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":4422},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":4498}],""levelPassed"":false},{""id"":8,""level"":7,""gridSize"":3,""canClick"":1664554539265,""clicks"":[{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":382},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":470},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":949},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1052},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":1428},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":1581},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1903},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":2019},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":2537},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":2668},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":3267},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":3383},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":3693},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":3809},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":5019},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":5084}],""levelPassed"":true},{""id"":9,""level"":8,""gridSize"":3,""canClick"":1664554553185,""clicks"":[{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":348},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":450},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":799},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":902},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":1329},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":1456},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":1728},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":1831}],""levelPassed"":false},{""id"":10,""level"":8,""gridSize"":3,""canClick"":1664554563665,""clicks"":[{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":778},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":869},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1165},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1281}],""levelPassed"":false}]",31,29,"[{""id"":1,""correct"":true,""canClick"":1664554330364,""keyDown"":15458},{""id"":2,""correct"":true,""canClick"":1664554346354,""keyDown"":2826},{""id"":3,""correct"":true,""canClick"":1664554349634,""keyDown"":1982},{""id"":4,""correct"":true,""canClick"":1664554352118,""keyDown"":3202},{""id"":5,""correct"":true,""canClick"":1664554355754,""keyDown"":2743},{""id"":6,""correct"":true,""canClick"":1664554359051,""keyDown"":1466},{""id"":7,""correct"":true,""canClick"":1664554361202,""keyDown"":2002},{""id"":8,""correct"":true,""canClick"":1664554363688,""keyDown"":1657},{""id"":9,""correct"":false,""canClick"":1664554365824,""keyDown"":2513},{""id"":10,""correct"":true,""canClick"":1664554368803,""keyDown"":2717},{""id"":11,""correct"":true,""canClick"":1664554371956,""keyDown"":2362},{""id"":12,""correct"":true,""canClick"":1664554374786,""keyDown"":3121},{""id"":13,""correct"":true,""canClick"":1664554378408,""keyDown"":3249},{""id"":14,""correct"":true,""canClick"":1664554382104,""keyDown"":4105},{""id"":15,""correct"":true,""canClick"":1664554386651,""keyDown"":2466},{""id"":16,""correct"":true,""canClick"":1664554389583,""keyDown"":2652},{""id"":17,""correct"":true,""canClick"":1664554392675,""keyDown"":1515},{""id"":18,""correct"":true,""canClick"":1664554394647,""keyDown"":1283},{""id"":19,""correct"":true,""canClick"":1664554396476,""keyDown"":2262},{""id"":20,""correct"":true,""canClick"":1664554399183,""keyDown"":1115},{""id"":21,""correct"":true,""canClick"":1664554400750,""keyDown"":1834},{""id"":22,""correct"":true,""canClick"":1664554403070,""keyDown"":1795},{""id"":23,""correct"":true,""canClick"":1664554405386,""keyDown"":1104},{""id"":24,""correct"":true,""canClick"":1664554407129,""keyDown"":1005},{""id"":25,""correct"":true,""canClick"":1664554408644,""keyDown"":6261},{""id"":26,""correct"":true,""canClick"":1664554415346,""keyDown"":1980},{""id"":27,""correct"":true,""canClick"":1664554417763,""keyDown"":2060},{""id"":28,""correct"":true,""canClick"":1664554420273,""keyDown"":2049},{""id"":29,""correct"":true,""canClick"":1664554422772,""keyDown"":1755},{""id"":30,""correct"":true,""canClick"":1664554425005,""keyDown"":1419},{""id"":31,""correct"":false,""canClick"":1664554426900,""keyDown"":1631}]"
