order,identifier,status,included in analysis,started at,ip,device,os,browser,location,time taken,questions answered,tasks completed,tasks skipped,VMT achieved level,VMT attempts,PST levels passed,PST levels correct,PST levels
3,,completed,true,2022-09-30 14:21:47,,desktop,Windows,Edge,GB,00:48:43,99.0%,100.0%,0.0%,9,"[{""id"":1,""level"":1,""gridSize"":3,""canClick"":1664547985004,""clicks"":[{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":868},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":947},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":1438},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":1518}],""levelPassed"":true},{""id"":2,""level"":2,""gridSize"":3,""canClick"":1664547991152,""clicks"":[{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":648},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":722},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1171},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1237},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":1675},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":1726}],""levelPassed"":true},{""id"":3,""level"":3,""gridSize"":3,""canClick"":1664547998216,""clicks"":[{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1170},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1252},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":1884},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":1946},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":2357},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":2407},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":2827},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":2885}],""levelPassed"":true},{""id"":4,""level"":4,""gridSize"":3,""canClick"":1664548007129,""clicks"":[{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":845},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":919},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":1371},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1432},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":1856},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":1918},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":2461},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":2516},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":65973},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":66053}],""levelPassed"":true},{""id"":5,""level"":5,""gridSize"":3,""canClick"":1664548079923,""clicks"":[{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":697},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":784},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":1212},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":1287},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":2284},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":2354},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":2817},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":2886},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":3418},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":3490},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":3959},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":4020}],""levelPassed"":true},{""id"":6,""level"":6,""gridSize"":3,""canClick"":1664548091386,""clicks"":[{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":770},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":852},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1385},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1439},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":2043},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":2102},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":2605},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":2663},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":3313},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":3384},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":4231},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":4282},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":4781},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":4831}],""levelPassed"":true},{""id"":7,""level"":7,""gridSize"":3,""canClick"":1664548104358,""clicks"":[{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":1015},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1087},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":1534},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":1587},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":2126},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":2186},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":3343},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":3405},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":3818},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":3862},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":4301},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":4349},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":4823},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":4869},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":5363},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":5407}],""levelPassed"":true},{""id"":8,""level"":8,""gridSize"":3,""canClick"":1664548118603,""clicks"":[{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":749},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":819},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":1458},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":1539},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":2207},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":2380},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":2972},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":3036},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":3647},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":3702},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":4466},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":4520},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":5008},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":5040},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":5516},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":5576},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":5949},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":6004}],""levelPassed"":true},{""id"":9,""level"":9,""gridSize"":4,""canClick"":1664548134131,""clicks"":[{""x"":2,""y"":3,""type"":""mouseDown"",""timestamp"":405},{""x"":2,""y"":3,""type"":""mouseUp"",""timestamp"":487},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1192},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":1270}],""levelPassed"":false},{""id"":10,""level"":9,""gridSize"":4,""canClick"":1664548328779,""clicks"":[{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":2718},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":2780},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":3492},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":3544},{""x"":1,""y"":3,""type"":""mouseDown"",""timestamp"":3998},{""x"":1,""y"":3,""type"":""mouseUp"",""timestamp"":4052},{""x"":3,""y"":3,""type"":""mouseDown"",""timestamp"":4961},{""x"":3,""y"":3,""type"":""mouseUp"",""timestamp"":5026},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":5643},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":5712},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":6160},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":6218},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":6750},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":6823}],""levelPassed"":false},{""id"":11,""level"":9,""gridSize"":4,""canClick"":1664548346189,""clicks"":[{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":1792},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1879},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":2356},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":2450},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":2862},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":2920},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":3430},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":3491},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":3990},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":4047},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":5964},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":6014}],""levelPassed"":false}]",31,31,"[{""id"":1,""correct"":true,""canClick"":1664547852593,""keyDown"":5958},{""id"":2,""correct"":true,""canClick"":1664547859004,""keyDown"":2813},{""id"":3,""correct"":true,""canClick"":1664547862274,""keyDown"":3168},{""id"":4,""correct"":true,""canClick"":1664547865846,""keyDown"":2386},{""id"":5,""correct"":true,""canClick"":1664547868692,""keyDown"":2162},{""id"":6,""correct"":true,""canClick"":1664547871271,""keyDown"":2629},{""id"":7,""correct"":true,""canClick"":1664547874333,""keyDown"":2429},{""id"":8,""correct"":true,""canClick"":1664547877252,""keyDown"":1995},{""id"":9,""correct"":true,""canClick"":1664547879689,""keyDown"":2207},{""id"":10,""correct"":true,""canClick"":1664547882371,""keyDown"":1717},{""id"":11,""correct"":true,""canClick"":1664547884546,""keyDown"":2154},{""id"":12,""correct"":true,""canClick"":1664547887145,""keyDown"":2069},{""id"":13,""correct"":true,""canClick"":1664547889651,""keyDown"":3115},{""id"":14,""correct"":true,""canClick"":1664547893197,""keyDown"":4022},{""id"":15,""correct"":true,""canClick"":1664547897682,""keyDown"":3061},{""id"":16,""correct"":true,""canClick"":1664547901159,""keyDown"":2953},{""id"":17,""correct"":true,""canClick"":1664547904641,""keyDown"":1979},{""id"":18,""correct"":true,""canClick"":1664547907030,""keyDown"":1744},{""id"":19,""correct"":true,""canClick"":1664547909198,""keyDown"":2146},{""id"":20,""correct"":true,""canClick"":1664547911753,""keyDown"":1782},{""id"":21,""correct"":true,""canClick"":1664547913945,""keyDown"":2435},{""id"":22,""correct"":true,""canClick"":1664547916854,""keyDown"":1595},{""id"":23,""correct"":true,""canClick"":1664547918940,""keyDown"":1707},{""id"":24,""correct"":true,""canClick"":1664547921122,""keyDown"":1630},{""id"":25,""correct"":true,""canClick"":1664547923167,""keyDown"":5654},{""id"":26,""correct"":true,""canClick"":1664547929314,""keyDown"":2565},{""id"":27,""correct"":true,""canClick"":1664547932317,""keyDown"":2679},{""id"":28,""correct"":true,""canClick"":1664547935409,""keyDown"":2436},{""id"":29,""correct"":true,""canClick"":1664547938253,""keyDown"":1364},{""id"":30,""correct"":true,""canClick"":1664547940025,""keyDown"":1417},{""id"":31,""correct"":true,""canClick"":1664547941844,""keyDown"":2228}]"
4,,completed,true,2022-09-30 14:22:50,,desktop,OS X,Safari,GB,00:16:40,98.1%,100.0%,0.0%,7,"[{""id"":1,""level"":1,""gridSize"":3,""canClick"":1664548055888,""clicks"":[{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":1357},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":1420},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":1900},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1956}],""levelPassed"":true},{""id"":2,""level"":2,""gridSize"":3,""canClick"":1664548062489,""clicks"":[{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":843},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":914},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":1403},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":1483},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":1963},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":2026}],""levelPassed"":true},{""id"":3,""level"":3,""gridSize"":3,""canClick"":1664548069855,""clicks"":[{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":854},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":892},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":1245},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":1308},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":1565},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":1621},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":1941},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":1980}],""levelPassed"":true},{""id"":4,""level"":4,""gridSize"":3,""canClick"":1664548077870,""clicks"":[{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":566},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":654},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":1046},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":1117},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1390},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":1453},{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":1734},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":1789},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":2022},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":2085}],""levelPassed"":true},{""id"":5,""level"":5,""gridSize"":3,""canClick"":1664548086700,""clicks"":[{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":1016},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":1063},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1496},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1559},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":1847},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1888}],""levelPassed"":false},{""id"":6,""level"":5,""gridSize"":3,""canClick"":1664548095245,""clicks"":[{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":543},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":622},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":895},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":983},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1342},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":1398}],""levelPassed"":false},{""id"":7,""level"":5,""gridSize"":3,""canClick"":1664548103242,""clicks"":[{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":538},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":601},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":977},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":1050},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":1434},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":1481},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":1834},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":1906},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":2081},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":2145},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":2369},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":2441}],""levelPassed"":true},{""id"":8,""level"":6,""gridSize"":3,""canClick"":1664548113119,""clicks"":[{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":589},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":659},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1125},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1179},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":1444},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1516},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":1860},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":1923},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":2757},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":2820},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":3221},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":3285},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":3669},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":3708}],""levelPassed"":true},{""id"":9,""level"":7,""gridSize"":3,""canClick"":1664548124958,""clicks"":[{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":541},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":628},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":1174},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1261},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1556},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1645}],""levelPassed"":false}]",21,20,"[{""id"":1,""correct"":true,""canClick"":1664547917196,""keyDown"":11456},{""id"":2,""correct"":true,""canClick"":1664547931287,""keyDown"":4940},{""id"":3,""correct"":true,""canClick"":1664547938088,""keyDown"":2004},{""id"":4,""correct"":true,""canClick"":1664547941957,""keyDown"":2139},{""id"":5,""correct"":true,""canClick"":1664547945960,""keyDown"":3169},{""id"":6,""correct"":true,""canClick"":1664547951004,""keyDown"":2245},{""id"":7,""correct"":true,""canClick"":1664547955117,""keyDown"":2743},{""id"":8,""correct"":true,""canClick"":1664547959720,""keyDown"":1731},{""id"":9,""correct"":true,""canClick"":1664547964100,""keyDown"":1752},{""id"":10,""correct"":true,""canClick"":1664547967687,""keyDown"":1725},{""id"":11,""correct"":true,""canClick"":1664547971282,""keyDown"":1707},{""id"":12,""correct"":true,""canClick"":1664547974839,""keyDown"":1686},{""id"":13,""correct"":true,""canClick"":1664547978382,""keyDown"":3463},{""id"":14,""correct"":true,""canClick"":1664547983693,""keyDown"":1694},{""id"":15,""correct"":false,""canClick"":1664547987250,""keyDown"":2021},{""id"":16,""correct"":true,""canClick"":1664547991600,""keyDown"":2475},{""id"":17,""correct"":true,""canClick"":1664547995935,""keyDown"":2412},{""id"":18,""correct"":true,""canClick"":1664548000209,""keyDown"":1946},{""id"":19,""correct"":true,""canClick"":1664548004013,""keyDown"":1903},{""id"":20,""correct"":true,""canClick"":1664548007782,""keyDown"":1650},{""id"":21,""correct"":true,""canClick"":1664548011756,""keyDown"":1560}]"
5,,completed,true,2022-09-30 14:26:56,,desktop,Windows,Chrome,GB,00:23:01,100.0%,100.0%,0.0%,5,"[{""id"":1,""level"":1,""gridSize"":3,""canClick"":1664548350856,""clicks"":[{""x"":2,""y"":1,""type"":""mouseDown"",""timestamp"":918},{""x"":2,""y"":1,""type"":""mouseUp"",""timestamp"":1023},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":1286},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":1401}],""levelPassed"":true},{""id"":2,""level"":2,""gridSize"":3,""canClick"":1664548356888,""clicks"":[{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":76},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":185},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":389},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":491},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":793},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":920},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":5874},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":5968},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":6211}],""levelPassed"":true},{""id"":3,""level"":3,""gridSize"":3,""canClick"":1664548363154,""clicks"":[{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":52},{""x"":1,""y"":2,""type"":""mouseDown"",""timestamp"":360},{""x"":1,""y"":2,""type"":""mouseUp"",""timestamp"":501}],""levelPassed"":false},{""id"":4,""level"":3,""gridSize"":3,""canClick"":1664548369036,""clicks"":[{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":826},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":924},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":1296},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":1406},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":1715},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":1827},{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":2171},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":2304}],""levelPassed"":true},{""id"":5,""level"":4,""gridSize"":3,""canClick"":1664548377385,""clicks"":[{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":586},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":702},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":1089},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":1227}],""levelPassed"":false},{""id"":6,""level"":4,""gridSize"":3,""canClick"":1664548385267,""clicks"":[{""x"":0,""y"":1,""type"":""mouseDown"",""timestamp"":318},{""x"":0,""y"":1,""type"":""mouseUp"",""timestamp"":424},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":940},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":1061},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":1604},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":1708},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":2178},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":2287},{""x"":2,""y"":2,""type"":""mouseDown"",""timestamp"":2725},{""x"":2,""y"":2,""type"":""mouseUp"",""timestamp"":2853}],""levelPassed"":true},{""id"":7,""level"":5,""gridSize"":3,""canClick"":1664548394848,""clicks"":[{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":1787},{""x"":2,""y"":0,""type"":""mouseDown"",""timestamp"":1992},{""x"":2,""y"":0,""type"":""mouseUp"",""timestamp"":2068},{""x"":1,""y"":1,""type"":""mouseDown"",""timestamp"":2569},{""x"":1,""y"":1,""type"":""mouseUp"",""timestamp"":2689},{""x"":1,""y"":0,""type"":""mouseDown"",""timestamp"":3126},{""x"":1,""y"":0,""type"":""mouseUp"",""timestamp"":3222},{""x"":0,""y"":0,""type"":""mouseDown"",""timestamp"":3696},{""x"":0,""y"":0,""type"":""mouseUp"",""timestamp"":3790},{""x"":0,""y"":2,""type"":""mouseDown"",""timestamp"":4314},{""x"":0,""y"":2,""type"":""mouseUp"",""timestamp"":4472}],""levelPassed"":false}]",31,28,"[{""id"":1,""correct"":true,""canClick"":1664548217435,""keyDown"":5369},{""id"":2,""correct"":true,""canClick"":1664548223218,""keyDown"":3042},{""id"":3,""correct"":true,""canClick"":1664548226666,""keyDown"":3418},{""id"":4,""correct"":true,""canClick"":1664548230498,""keyDown"":2043},{""id"":5,""correct"":true,""canClick"":1664548232948,""keyDown"":2542},{""id"":6,""correct"":true,""canClick"":1664548235897,""keyDown"":3601},{""id"":7,""correct"":true,""canClick"":1664548239907,""keyDown"":3287},{""id"":8,""correct"":true,""canClick"":1664548243597,""keyDown"":1826},{""id"":9,""correct"":true,""canClick"":1664548245830,""keyDown"":2814},{""id"":10,""correct"":true,""canClick"":1664548249046,""keyDown"":2063},{""id"":11,""correct"":true,""canClick"":1664548251513,""keyDown"":1243},{""id"":12,""correct"":true,""canClick"":1664548253162,""keyDown"":2110},{""id"":13,""correct"":true,""canClick"":1664548255678,""keyDown"":4115},{""id"":14,""correct"":true,""canClick"":1664548260207,""keyDown"":3032},{""id"":15,""correct"":false,""canClick"":1664548263644,""keyDown"":2116},{""id"":16,""correct"":true,""canClick"":1664548266164,""keyDown"":1613},{""id"":17,""correct"":false,""canClick"":1664548268178,""keyDown"":2104},{""id"":18,""correct"":true,""canClick"":1664548270693,""keyDown"":2747},{""id"":19,""correct"":true,""canClick"":1664548273842,""keyDown"":3640},{""id"":20,""correct"":true,""canClick"":1664548277884,""keyDown"":1232},{""id"":21,""correct"":true,""canClick"":1664548279517,""keyDown"":2118},{""id"":22,""correct"":true,""canClick"":1664548282040,""keyDown"":1690},{""id"":23,""correct"":true,""canClick"":1664548284133,""keyDown"":1543},{""id"":24,""correct"":true,""canClick"":1664548286078,""keyDown"":1451},{""id"":25,""correct"":true,""canClick"":1664548287933,""keyDown"":4332},{""id"":26,""correct"":false,""canClick"":1664548292671,""keyDown"":4410},{""id"":27,""correct"":true,""canClick"":1664548297488,""keyDown"":2021},{""id"":28,""correct"":true,""canClick"":1664548299914,""keyDown"":2769},{""id"":29,""correct"":true,""canClick"":1664548303087,""keyDown"":1157},{""id"":30,""correct"":true,""canClick"":1664548304647,""keyDown"":1415},{""id"":31,""correct"":true,""canClick"":1664548306463,""keyDown"":2800}]"
6,,abandoned,false,2022-10-06 12:38:02,,desktop,OS X,Chrome,SK,00:01:05,7.6%,0.0%,0.0%,,,,,
